,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),State,Area,National_share
266,2017-09-11,Southern,589.74,574.95,62.73,54.55,111.57,83.2,Tamil Nadu,130058.0,3.95
267,2017-09-11,Southern,589.74,574.95,62.73,54.55,111.57,83.2,Telangana,112077.0,3.49
268,2017-09-11,Southern,589.74,574.95,62.73,54.55,111.57,83.2,Kerala,38863.0,1.18
269,2017-09-11,Southern,589.74,574.95,62.73,54.55,111.57,83.2,Puducherry,492.0,0.01
270,2017-09-11,Eastern,455.66,435.21,0.0,0.0,85.94,77.93,Odisha,155707.0,4.73
271,2017-09-11,Eastern,455.66,435.21,0.0,0.0,85.94,77.93,Bihar,94163.0,2.86
272,2017-09-11,Eastern,455.66,435.21,0.0,0.0,85.94,77.93,West Bengal,88752.0,2.7
273,2017-09-11,Eastern,455.66,435.21,0.0,0.0,85.94,77.93,Jharkhand,79714.0,2.42
275,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Rajasthan,342239.0,10.55
276,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Uttar Pradesh,240928.0,7.33
277,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Ladakh,59146.0,1.8
278,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Himachal Pradesh,55673.0,1.7
279,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Uttarakhand,53483.0,1.62
280,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Punjab,50362.0,1.53
281,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Haryana,44212.0,1.34
282,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Jammu and Kashmir,42241.0,1.28
283,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Delhi,1483.0,0.04
284,2017-09-12,Northern,623.30,739.87,30.36,34.56,273.27,271.18,Chandigarh,114.0,0.003
285,2017-09-12,Western,"1,131.56","1,194.99",25.17,3.81,72.0,74.08,Maharashtra,307713.0,9.36
286,2017-09-12,Western,"1,131.56","1,194.99",25.17,3.81,72.0,74.08,Gujarat,196024.0,5.96
287,2017-09-12,Western,"1,131.56","1,194.99",25.17,3.81,72.0,74.08,Goa,3702.0,0.11
288,2017-09-12,Western,"1,131.56","1,194.99",25.17,3.81,72.0,74.08,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
289,2017-09-12,Southern,589.74,585.91,62.73,54.68,111.57,89.81,Karnataka,191791.0,5.83
290,2017-09-12,Southern,589.74,585.91,62.73,54.68,111.57,89.81,Andhra Pradesh,162970.0,4.87
291,2017-09-12,Southern,589.74,585.91,62.73,54.68,111.57,89.81,Tamil Nadu,130058.0,3.95
292,2017-09-12,Southern,589.74,585.91,62.73,54.68,111.57,89.81,Telangana,112077.0,3.49
293,2017-09-12,Southern,589.74,585.91,62.73,54.68,111.57,89.81,Kerala,38863.0,1.18
294,2017-09-12,Southern,589.74,585.91,62.73,54.68,111.57,89.81,Puducherry,492.0,0.01
295,2017-09-12,Eastern,455.66,440.93,0.0,0.0,85.94,71.55,Odisha,155707.0,4.73
296,2017-09-12,Eastern,455.66,440.93,0.0,0.0,85.94,71.55,Bihar,94163.0,2.86
297,2017-09-12,Eastern,455.66,440.93,0.0,0.0,85.94,71.55,West Bengal,88752.0,2.7
298,2017-09-12,Eastern,455.66,440.93,0.0,0.0,85.94,71.55,Jharkhand,79714.0,2.42
300,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Rajasthan,342239.0,10.55
301,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Uttar Pradesh,240928.0,7.33
302,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Ladakh,59146.0,1.8
303,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Himachal Pradesh,55673.0,1.7
304,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Uttarakhand,53483.0,1.62
305,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Punjab,50362.0,1.53
306,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Haryana,44212.0,1.34
307,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Jammu and Kashmir,42241.0,1.28
308,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Delhi,1483.0,0.04
309,2017-09-13,Northern,628.08,753.80,30.36,30.69,273.27,263.43,Chandigarh,114.0,0.003
310,2017-09-13,Western,"1,131.56","1,196.40",25.17,3.89,72.0,61.8,Maharashtra,307713.0,9.36
311,2017-09-13,Western,"1,131.56","1,196.40",25.17,3.89,72.0,61.8,Gujarat,196024.0,5.96
312,2017-09-13,Western,"1,131.56","1,196.40",25.17,3.89,72.0,61.8,Goa,3702.0,0.11
313,2017-09-13,Western,"1,131.56","1,196.40",25.17,3.89,72.0,61.8,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
314,2017-09-13,Southern,589.74,602.26,62.73,54.85,111.57,82.27,Karnataka,191791.0,5.83
315,2017-09-13,Southern,589.74,602.26,62.73,54.85,111.57,82.27,Andhra Pradesh,162970.0,4.87
316,2017-09-13,Southern,589.74,602.26,62.73,54.85,111.57,82.27,Tamil Nadu,130058.0,3.95
317,2017-09-13,Southern,589.74,602.26,62.73,54.85,111.57,82.27,Telangana,112077.0,3.49
318,2017-09-13,Southern,589.74,602.26,62.73,54.85,111.57,82.27,Kerala,38863.0,1.18
319,2017-09-13,Southern,589.74,602.26,62.73,54.85,111.57,82.27,Puducherry,492.0,0.01
320,2017-09-13,Eastern,455.66,450.83,0.0,0.0,85.94,72.06,Odisha,155707.0,4.73
321,2017-09-13,Eastern,455.66,450.83,0.0,0.0,85.94,72.06,Bihar,94163.0,2.86
322,2017-09-13,Eastern,455.66,450.83,0.0,0.0,85.94,72.06,West Bengal,88752.0,2.7
323,2017-09-13,Eastern,455.66,450.83,0.0,0.0,85.94,72.06,Jharkhand,79714.0,2.42
325,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Rajasthan,342239.0,10.55
326,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Uttar Pradesh,240928.0,7.33
327,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Ladakh,59146.0,1.8
328,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Himachal Pradesh,55673.0,1.7
329,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Uttarakhand,53483.0,1.62
330,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Punjab,50362.0,1.53
331,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Haryana,44212.0,1.34
332,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Jammu and Kashmir,42241.0,1.28
333,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Delhi,1483.0,0.04
334,2017-09-14,Northern,628.08,720.86,30.36,30.71,273.27,257.44,Chandigarh,114.0,0.003
335,2017-09-14,Western,"1,131.56","1,209.96",25.17,3.86,72.0,62.05,Maharashtra,307713.0,9.36
336,2017-09-14,Western,"1,131.56","1,209.96",25.17,3.86,72.0,62.05,Gujarat,196024.0,5.96
337,2017-09-14,Western,"1,131.56","1,209.96",25.17,3.86,72.0,62.05,Goa,3702.0,0.11
338,2017-09-14,Western,"1,131.56","1,209.96",25.17,3.86,72.0,62.05,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
339,2017-09-14,Southern,595.15,589.35,62.73,49.3,111.57,57.32,Karnataka,191791.0,5.83
340,2017-09-14,Southern,595.15,589.35,62.73,49.3,111.57,57.32,Andhra Pradesh,162970.0,4.87
341,2017-09-14,Southern,595.15,589.35,62.73,49.3,111.57,57.32,Tamil Nadu,130058.0,3.95
342,2017-09-14,Southern,595.15,589.35,62.73,49.3,111.57,57.32,Telangana,112077.0,3.49
343,2017-09-14,Southern,595.15,589.35,62.73,49.3,111.57,57.32,Kerala,38863.0,1.18
344,2017-09-14,Southern,595.15,589.35,62.73,49.3,111.57,57.32,Puducherry,492.0,0.01
345,2017-09-14,Eastern,455.66,450.78,0.0,0.0,85.94,77.8,Odisha,155707.0,4.73
346,2017-09-14,Eastern,455.66,450.78,0.0,0.0,85.94,77.8,Bihar,94163.0,2.86
347,2017-09-14,Eastern,455.66,450.78,0.0,0.0,85.94,77.8,West Bengal,88752.0,2.7
348,2017-09-14,Eastern,455.66,450.78,0.0,0.0,85.94,77.8,Jharkhand,79714.0,2.42
350,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Rajasthan,342239.0,10.55
351,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Uttar Pradesh,240928.0,7.33
352,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Ladakh,59146.0,1.8
353,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Himachal Pradesh,55673.0,1.7
354,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Uttarakhand,53483.0,1.62
355,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Punjab,50362.0,1.53
356,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Haryana,44212.0,1.34
357,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Jammu and Kashmir,42241.0,1.28
358,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Delhi,1483.0,0.04
359,2017-09-15,Northern,628.08,703.60,30.36,30.66,273.27,260.56,Chandigarh,114.0,0.003
360,2017-09-15,Western,"1,131.56","1,243.93",25.17,3.84,72.0,41.27,Maharashtra,307713.0,9.36
361,2017-09-15,Western,"1,131.56","1,243.93",25.17,3.84,72.0,41.27,Gujarat,196024.0,5.96
362,2017-09-15,Western,"1,131.56","1,243.93",25.17,3.84,72.0,41.27,Goa,3702.0,0.11
363,2017-09-15,Western,"1,131.56","1,243.93",25.17,3.84,72.0,41.27,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
364,2017-09-15,Southern,593.08,593.62,62.73,45.82,111.57,67.95,Karnataka,191791.0,5.83
365,2017-09-15,Southern,593.08,593.62,62.73,45.82,111.57,67.95,Andhra Pradesh,162970.0,4.87
366,2017-09-15,Southern,593.08,593.62,62.73,45.82,111.57,67.95,Tamil Nadu,130058.0,3.95
367,2017-09-15,Southern,593.08,593.62,62.73,45.82,111.57,67.95,Telangana,112077.0,3.49
368,2017-09-15,Southern,593.08,593.62,62.73,45.82,111.57,67.95,Kerala,38863.0,1.18
369,2017-09-15,Southern,593.08,593.62,62.73,45.82,111.57,67.95,Puducherry,492.0,0.01
370,2017-09-15,Eastern,484.74,438.75,0.0,0.0,85.94,83.76,Odisha,155707.0,4.73
371,2017-09-15,Eastern,484.74,438.75,0.0,0.0,85.94,83.76,Bihar,94163.0,2.86
372,2017-09-15,Eastern,484.74,438.75,0.0,0.0,85.94,83.76,West Bengal,88752.0,2.7
373,2017-09-15,Eastern,484.74,438.75,0.0,0.0,85.94,83.76,Jharkhand,79714.0,2.42
375,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Rajasthan,342239.0,10.55
376,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Uttar Pradesh,240928.0,7.33
377,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Ladakh,59146.0,1.8
378,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Himachal Pradesh,55673.0,1.7
379,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Uttarakhand,53483.0,1.62
380,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Punjab,50362.0,1.53
381,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Haryana,44212.0,1.34
382,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Jammu and Kashmir,42241.0,1.28
383,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Delhi,1483.0,0.04
384,2017-09-16,Northern,628.08,728.47,30.36,30.65,273.27,246.99,Chandigarh,114.0,0.003
385,2017-09-16,Western,"1,131.56","1,228.99",25.17,3.83,72.0,17.06,Maharashtra,307713.0,9.36
386,2017-09-16,Western,"1,131.56","1,228.99",25.17,3.83,72.0,17.06,Gujarat,196024.0,5.96
387,2017-09-16,Western,"1,131.56","1,228.99",25.17,3.83,72.0,17.06,Goa,3702.0,0.11
388,2017-09-16,Western,"1,131.56","1,228.99",25.17,3.83,72.0,17.06,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
389,2017-09-16,Southern,604.96,573.85,62.73,48.14,111.57,48.77,Karnataka,191791.0,5.83
390,2017-09-16,Southern,604.96,573.85,62.73,48.14,111.57,48.77,Andhra Pradesh,162970.0,4.87
391,2017-09-16,Southern,604.96,573.85,62.73,48.14,111.57,48.77,Tamil Nadu,130058.0,3.95
392,2017-09-16,Southern,604.96,573.85,62.73,48.14,111.57,48.77,Telangana,112077.0,3.49
393,2017-09-16,Southern,604.96,573.85,62.73,48.14,111.57,48.77,Kerala,38863.0,1.18
394,2017-09-16,Southern,604.96,573.85,62.73,48.14,111.57,48.77,Puducherry,492.0,0.01
395,2017-09-16,Eastern,486.07,443.23,0.0,0.0,85.94,79.07,Odisha,155707.0,4.73
396,2017-09-16,Eastern,486.07,443.23,0.0,0.0,85.94,79.07,Bihar,94163.0,2.86
397,2017-09-16,Eastern,486.07,443.23,0.0,0.0,85.94,79.07,West Bengal,88752.0,2.7
398,2017-09-16,Eastern,486.07,443.23,0.0,0.0,85.94,79.07,Jharkhand,79714.0,2.42
400,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Rajasthan,342239.0,10.55
401,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Uttar Pradesh,240928.0,7.33
402,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Ladakh,59146.0,1.8
403,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Himachal Pradesh,55673.0,1.7
404,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Uttarakhand,53483.0,1.62
405,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Punjab,50362.0,1.53
406,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Haryana,44212.0,1.34
407,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Jammu and Kashmir,42241.0,1.28
408,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Delhi,1483.0,0.04
409,2017-09-17,Northern,628.08,682.88,30.36,30.79,273.27,242.68,Chandigarh,114.0,0.003
410,2017-09-17,Western,"1,131.56","1,164.03",25.17,3.87,72.0,12.37,Maharashtra,307713.0,9.36
411,2017-09-17,Western,"1,131.56","1,164.03",25.17,3.87,72.0,12.37,Gujarat,196024.0,5.96
412,2017-09-17,Western,"1,131.56","1,164.03",25.17,3.87,72.0,12.37,Goa,3702.0,0.11
413,2017-09-17,Western,"1,131.56","1,164.03",25.17,3.87,72.0,12.37,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
414,2017-09-17,Southern,596.08,494.17,62.73,55.03,111.57,43.19,Karnataka,191791.0,5.83
415,2017-09-17,Southern,596.08,494.17,62.73,55.03,111.57,43.19,Andhra Pradesh,162970.0,4.87
416,2017-09-17,Southern,596.08,494.17,62.73,55.03,111.57,43.19,Tamil Nadu,130058.0,3.95
417,2017-09-17,Southern,596.08,494.17,62.73,55.03,111.57,43.19,Telangana,112077.0,3.49
418,2017-09-17,Southern,596.08,494.17,62.73,55.03,111.57,43.19,Kerala,38863.0,1.18
419,2017-09-17,Southern,596.08,494.17,62.73,55.03,111.57,43.19,Puducherry,492.0,0.01
420,2017-09-17,Eastern,486.07,421.62,0.0,0.0,85.94,72.32,Odisha,155707.0,4.73
421,2017-09-17,Eastern,486.07,421.62,0.0,0.0,85.94,72.32,Bihar,94163.0,2.86
422,2017-09-17,Eastern,486.07,421.62,0.0,0.0,85.94,72.32,West Bengal,88752.0,2.7
423,2017-09-17,Eastern,486.07,421.62,0.0,0.0,85.94,72.32,Jharkhand,79714.0,2.42
425,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Rajasthan,342239.0,10.55
426,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Uttar Pradesh,240928.0,7.33
427,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Ladakh,59146.0,1.8
428,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Himachal Pradesh,55673.0,1.7
429,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Uttarakhand,53483.0,1.62
430,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Punjab,50362.0,1.53
431,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Haryana,44212.0,1.34
432,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Jammu and Kashmir,42241.0,1.28
433,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Delhi,1483.0,0.04
434,2017-09-18,Northern,628.08,701.28,30.36,28.65,273.27,244.07,Chandigarh,114.0,0.003
435,2017-09-18,Western,"1,131.56","1,172.61",25.17,3.85,72.0,15.09,Maharashtra,307713.0,9.36
436,2017-09-18,Western,"1,131.56","1,172.61",25.17,3.85,72.0,15.09,Gujarat,196024.0,5.96
437,2017-09-18,Western,"1,131.56","1,172.61",25.17,3.85,72.0,15.09,Goa,3702.0,0.11
438,2017-09-18,Western,"1,131.56","1,172.61",25.17,3.85,72.0,15.09,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
439,2017-09-18,Southern,596.08,480.53,62.73,55.2,111.57,53.84,Karnataka,191791.0,5.83
440,2017-09-18,Southern,596.08,480.53,62.73,55.2,111.57,53.84,Andhra Pradesh,162970.0,4.87
441,2017-09-18,Southern,596.08,480.53,62.73,55.2,111.57,53.84,Tamil Nadu,130058.0,3.95
442,2017-09-18,Southern,596.08,480.53,62.73,55.2,111.57,53.84,Telangana,112077.0,3.49
443,2017-09-18,Southern,596.08,480.53,62.73,55.2,111.57,53.84,Kerala,38863.0,1.18
444,2017-09-18,Southern,596.08,480.53,62.73,55.2,111.57,53.84,Puducherry,492.0,0.01
445,2017-09-18,Eastern,486.07,390.63,0.0,0.0,85.94,67.06,Odisha,155707.0,4.73
446,2017-09-18,Eastern,486.07,390.63,0.0,0.0,85.94,67.06,Bihar,94163.0,2.86
447,2017-09-18,Eastern,486.07,390.63,0.0,0.0,85.94,67.06,West Bengal,88752.0,2.7
448,2017-09-18,Eastern,486.07,390.63,0.0,0.0,85.94,67.06,Jharkhand,79714.0,2.42
450,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Rajasthan,342239.0,10.55
451,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Uttar Pradesh,240928.0,7.33
452,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Ladakh,59146.0,1.8
453,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Himachal Pradesh,55673.0,1.7
454,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Uttarakhand,53483.0,1.62
455,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Punjab,50362.0,1.53
456,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Haryana,44212.0,1.34
457,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Jammu and Kashmir,42241.0,1.28
458,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Delhi,1483.0,0.04
459,2017-09-19,Northern,628.08,704.14,30.36,26.21,273.27,240.35,Chandigarh,114.0,0.003
460,2017-09-19,Western,"1,131.56","1,171.83",25.17,3.85,72.0,15.72,Maharashtra,307713.0,9.36
461,2017-09-19,Western,"1,131.56","1,171.83",25.17,3.85,72.0,15.72,Gujarat,196024.0,5.96
462,2017-09-19,Western,"1,131.56","1,171.83",25.17,3.85,72.0,15.72,Goa,3702.0,0.11
463,2017-09-19,Western,"1,131.56","1,171.83",25.17,3.85,72.0,15.72,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
464,2017-09-19,Southern,596.08,472.32,62.73,55.17,111.57,58.74,Karnataka,191791.0,5.83
465,2017-09-19,Southern,596.08,472.32,62.73,55.17,111.57,58.74,Andhra Pradesh,162970.0,4.87
466,2017-09-19,Southern,596.08,472.32,62.73,55.17,111.57,58.74,Tamil Nadu,130058.0,3.95
467,2017-09-19,Southern,596.08,472.32,62.73,55.17,111.57,58.74,Telangana,112077.0,3.49
468,2017-09-19,Southern,596.08,472.32,62.73,55.17,111.57,58.74,Kerala,38863.0,1.18
469,2017-09-19,Southern,596.08,472.32,62.73,55.17,111.57,58.74,Puducherry,492.0,0.01
470,2017-09-19,Eastern,486.07,417.92,0.0,0.0,85.94,69.41,Odisha,155707.0,4.73
471,2017-09-19,Eastern,486.07,417.92,0.0,0.0,85.94,69.41,Bihar,94163.0,2.86
472,2017-09-19,Eastern,486.07,417.92,0.0,0.0,85.94,69.41,West Bengal,88752.0,2.7
473,2017-09-19,Eastern,486.07,417.92,0.0,0.0,85.94,69.41,Jharkhand,79714.0,2.42
475,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Rajasthan,342239.0,10.55
476,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Uttar Pradesh,240928.0,7.33
477,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Ladakh,59146.0,1.8
478,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Himachal Pradesh,55673.0,1.7
479,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Uttarakhand,53483.0,1.62
480,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Punjab,50362.0,1.53
481,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Haryana,44212.0,1.34
482,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Jammu and Kashmir,42241.0,1.28
483,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Delhi,1483.0,0.04
484,2017-09-20,Northern,624.13,719.08,30.36,26.15,273.27,238.72,Chandigarh,114.0,0.003
485,2017-09-20,Western,"1,131.56","1,138.76",25.17,3.85,72.0,19.65,Maharashtra,307713.0,9.36
486,2017-09-20,Western,"1,131.56","1,138.76",25.17,3.85,72.0,19.65,Gujarat,196024.0,5.96
487,2017-09-20,Western,"1,131.56","1,138.76",25.17,3.85,72.0,19.65,Goa,3702.0,0.11
488,2017-09-20,Western,"1,131.56","1,138.76",25.17,3.85,72.0,19.65,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
489,2017-09-20,Southern,584.76,479.67,62.73,55.13,111.57,78.19,Karnataka,191791.0,5.83
490,2017-09-20,Southern,584.76,479.67,62.73,55.13,111.57,78.19,Andhra Pradesh,162970.0,4.87
491,2017-09-20,Southern,584.76,479.67,62.73,55.13,111.57,78.19,Tamil Nadu,130058.0,3.95
492,2017-09-20,Southern,584.76,479.67,62.73,55.13,111.57,78.19,Telangana,112077.0,3.49
493,2017-09-20,Southern,584.76,479.67,62.73,55.13,111.57,78.19,Kerala,38863.0,1.18
494,2017-09-20,Southern,584.76,479.67,62.73,55.13,111.57,78.19,Puducherry,492.0,0.01
495,2017-09-20,Eastern,486.07,418.22,0.0,0.0,85.94,66.42,Odisha,155707.0,4.73
496,2017-09-20,Eastern,486.07,418.22,0.0,0.0,85.94,66.42,Bihar,94163.0,2.86
497,2017-09-20,Eastern,486.07,418.22,0.0,0.0,85.94,66.42,West Bengal,88752.0,2.7
498,2017-09-20,Eastern,486.07,418.22,0.0,0.0,85.94,66.42,Jharkhand,79714.0,2.42
500,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Rajasthan,342239.0,10.55
501,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Uttar Pradesh,240928.0,7.33
502,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Ladakh,59146.0,1.8
503,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Himachal Pradesh,55673.0,1.7
504,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Uttarakhand,53483.0,1.62
505,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Punjab,50362.0,1.53
506,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Haryana,44212.0,1.34
507,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Jammu and Kashmir,42241.0,1.28
508,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Delhi,1483.0,0.04
509,2017-09-21,Northern,624.13,710.69,30.36,26.18,273.27,239.27,Chandigarh,114.0,0.003
510,2017-09-21,Western,"1,131.56","1,142.49",25.17,3.84,72.0,16.74,Maharashtra,307713.0,9.36
511,2017-09-21,Western,"1,131.56","1,142.49",25.17,3.84,72.0,16.74,Gujarat,196024.0,5.96
512,2017-09-21,Western,"1,131.56","1,142.49",25.17,3.84,72.0,16.74,Goa,3702.0,0.11
513,2017-09-21,Western,"1,131.56","1,142.49",25.17,3.84,72.0,16.74,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
514,2017-09-21,Southern,596.96,524.50,62.73,55.23,111.57,95.32,Karnataka,191791.0,5.83
515,2017-09-21,Southern,596.96,524.50,62.73,55.23,111.57,95.32,Andhra Pradesh,162970.0,4.87
516,2017-09-21,Southern,596.96,524.50,62.73,55.23,111.57,95.32,Tamil Nadu,130058.0,3.95
517,2017-09-21,Southern,596.96,524.50,62.73,55.23,111.57,95.32,Telangana,112077.0,3.49
518,2017-09-21,Southern,596.96,524.50,62.73,55.23,111.57,95.32,Kerala,38863.0,1.18
519,2017-09-21,Southern,596.96,524.50,62.73,55.23,111.57,95.32,Puducherry,492.0,0.01
520,2017-09-21,Eastern,486.07,438.60,0.0,0.0,85.94,76.02,Odisha,155707.0,4.73
521,2017-09-21,Eastern,486.07,438.60,0.0,0.0,85.94,76.02,Bihar,94163.0,2.86
522,2017-09-21,Eastern,486.07,438.60,0.0,0.0,85.94,76.02,West Bengal,88752.0,2.7
523,2017-09-21,Eastern,486.07,438.60,0.0,0.0,85.94,76.02,Jharkhand,79714.0,2.42
525,2017-09-22,Northern,222.44,209.74,0.0,0.0,68.81,62.09,Rajasthan,342239.0,10.55
526,2017-09-22,Northern,222.44,209.74,0.0,0.0,68.81,62.09,Uttar Pradesh,240928.0,7.33
527,2017-09-22,Northern,222.44,209.74,0.0,0.0,68.81,62.09,Ladakh,59146.0,1.8
528,2017-09-22,Northern,222.44,209.74,0.0,0.0,68.81,62.09,Himachal Pradesh,55673.0,1.7
