,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),State,Area,National_share
4464,2018-02-27,Southern,650.74,638.18,67.0,47.54,82.8,61.85,Karnataka,191791.0,5.83
4465,2018-02-27,Southern,650.74,638.18,67.0,47.54,82.8,61.85,Andhra Pradesh,162970.0,4.87
4466,2018-02-27,Southern,650.74,638.18,67.0,47.54,82.8,61.85,Tamil Nadu,130058.0,3.95
4467,2018-02-27,Southern,650.74,638.18,67.0,47.54,82.8,61.85,Telangana,112077.0,3.49
4468,2018-02-27,Southern,650.74,638.18,67.0,47.54,82.8,61.85,Kerala,38863.0,1.18
4469,2018-02-27,Southern,650.74,638.18,67.0,47.54,82.8,61.85,Puducherry,492.0,0.01
4470,2018-02-27,Eastern,495.35,543.05,0.0,0.0,25.1,28.03,Odisha,155707.0,4.73
4471,2018-02-27,Eastern,495.35,543.05,0.0,0.0,25.1,28.03,Bihar,94163.0,2.86
4472,2018-02-27,Eastern,495.35,543.05,0.0,0.0,25.1,28.03,West Bengal,88752.0,2.7
4473,2018-02-27,Eastern,495.35,543.05,0.0,0.0,25.1,28.03,Jharkhand,79714.0,2.42
4475,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Rajasthan,342239.0,10.55
4476,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Uttar Pradesh,240928.0,7.33
4477,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Ladakh,59146.0,1.8
4478,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Himachal Pradesh,55673.0,1.7
4479,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Uttarakhand,53483.0,1.62
4480,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Punjab,50362.0,1.53
4481,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Haryana,44212.0,1.34
4482,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Jammu and Kashmir,42241.0,1.28
4483,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Delhi,1483.0,0.04
4484,2018-02-28,Northern,634.75,661.54,30.36,31.38,109.45,107.45,Chandigarh,114.0,0.003
4485,2018-02-28,Western,"1,169.43","1,194.22",25.14,26.14,40.94,39.93,Maharashtra,307713.0,9.36
4486,2018-02-28,Western,"1,169.43","1,194.22",25.14,26.14,40.94,39.93,Gujarat,196024.0,5.96
4487,2018-02-28,Western,"1,169.43","1,194.22",25.14,26.14,40.94,39.93,Goa,3702.0,0.11
4488,2018-02-28,Western,"1,169.43","1,194.22",25.14,26.14,40.94,39.93,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4489,2018-02-28,Southern,650.74,659.82,67.0,48.41,82.8,69.79,Karnataka,191791.0,5.83
4490,2018-02-28,Southern,650.74,659.82,67.0,48.41,82.8,69.79,Andhra Pradesh,162970.0,4.87
4491,2018-02-28,Southern,650.74,659.82,67.0,48.41,82.8,69.79,Tamil Nadu,130058.0,3.95
4492,2018-02-28,Southern,650.74,659.82,67.0,48.41,82.8,69.79,Telangana,112077.0,3.49
4493,2018-02-28,Southern,650.74,659.82,67.0,48.41,82.8,69.79,Kerala,38863.0,1.18
4494,2018-02-28,Southern,650.74,659.82,67.0,48.41,82.8,69.79,Puducherry,492.0,0.01
4495,2018-02-28,Eastern,499.35,543.69,0.0,0.0,25.1,27.92,Odisha,155707.0,4.73
4496,2018-02-28,Eastern,499.35,543.69,0.0,0.0,25.1,27.92,Bihar,94163.0,2.86
4497,2018-02-28,Eastern,499.35,543.69,0.0,0.0,25.1,27.92,West Bengal,88752.0,2.7
4498,2018-02-28,Eastern,499.35,543.69,0.0,0.0,25.1,27.92,Jharkhand,79714.0,2.42
4500,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Rajasthan,342239.0,10.55
4501,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Uttar Pradesh,240928.0,7.33
4502,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Ladakh,59146.0,1.8
4503,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Himachal Pradesh,55673.0,1.7
4504,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Uttarakhand,53483.0,1.62
4505,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Punjab,50362.0,1.53
4506,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Haryana,44212.0,1.34
4507,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Jammu and Kashmir,42241.0,1.28
4508,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Delhi,1483.0,0.04
4509,2018-03-01,Northern,635.26,654.47,30.32,31.39,134.13,105.98,Chandigarh,114.0,0.003
4510,2018-03-01,Western,"1,175.98","1,186.85",25.19,25.96,38.1,27.09,Maharashtra,307713.0,9.36
4511,2018-03-01,Western,"1,175.98","1,186.85",25.19,25.96,38.1,27.09,Gujarat,196024.0,5.96
4512,2018-03-01,Western,"1,175.98","1,186.85",25.19,25.96,38.1,27.09,Goa,3702.0,0.11
4513,2018-03-01,Western,"1,175.98","1,186.85",25.19,25.96,38.1,27.09,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4514,2018-03-01,Southern,649.52,662.08,62.86,47.69,88.22,69.71,Karnataka,191791.0,5.83
4515,2018-03-01,Southern,649.52,662.08,62.86,47.69,88.22,69.71,Andhra Pradesh,162970.0,4.87
4516,2018-03-01,Southern,649.52,662.08,62.86,47.69,88.22,69.71,Tamil Nadu,130058.0,3.95
4517,2018-03-01,Southern,649.52,662.08,62.86,47.69,88.22,69.71,Telangana,112077.0,3.49
4518,2018-03-01,Southern,649.52,662.08,62.86,47.69,88.22,69.71,Kerala,38863.0,1.18
4519,2018-03-01,Southern,649.52,662.08,62.86,47.69,88.22,69.71,Puducherry,492.0,0.01
4520,2018-03-01,Eastern,505.24,536.02,0.0,0.0,30.16,21.73,Odisha,155707.0,4.73
4521,2018-03-01,Eastern,505.24,536.02,0.0,0.0,30.16,21.73,Bihar,94163.0,2.86
4522,2018-03-01,Eastern,505.24,536.02,0.0,0.0,30.16,21.73,West Bengal,88752.0,2.7
4523,2018-03-01,Eastern,505.24,536.02,0.0,0.0,30.16,21.73,Jharkhand,79714.0,2.42
4525,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Rajasthan,342239.0,10.55
4526,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Uttar Pradesh,240928.0,7.33
4527,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Ladakh,59146.0,1.8
4528,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Himachal Pradesh,55673.0,1.7
4529,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Uttarakhand,53483.0,1.62
4530,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Punjab,50362.0,1.53
4531,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Haryana,44212.0,1.34
4532,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Jammu and Kashmir,42241.0,1.28
4533,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Delhi,1483.0,0.04
4534,2018-03-02,Northern,635.26,554.50,30.32,31.27,134.13,104.7,Chandigarh,114.0,0.003
4535,2018-03-02,Western,"1,175.98","1,092.98",25.19,25.96,38.1,10.57,Maharashtra,307713.0,9.36
4536,2018-03-02,Western,"1,175.98","1,092.98",25.19,25.96,38.1,10.57,Gujarat,196024.0,5.96
4537,2018-03-02,Western,"1,175.98","1,092.98",25.19,25.96,38.1,10.57,Goa,3702.0,0.11
4538,2018-03-02,Western,"1,175.98","1,092.98",25.19,25.96,38.1,10.57,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4539,2018-03-02,Southern,649.52,630.75,62.86,48.48,88.22,55.04,Karnataka,191791.0,5.83
4540,2018-03-02,Southern,649.52,630.75,62.86,48.48,88.22,55.04,Andhra Pradesh,162970.0,4.87
4541,2018-03-02,Southern,649.52,630.75,62.86,48.48,88.22,55.04,Tamil Nadu,130058.0,3.95
4542,2018-03-02,Southern,649.52,630.75,62.86,48.48,88.22,55.04,Telangana,112077.0,3.49
4543,2018-03-02,Southern,649.52,630.75,62.86,48.48,88.22,55.04,Kerala,38863.0,1.18
4544,2018-03-02,Southern,649.52,630.75,62.86,48.48,88.22,55.04,Puducherry,492.0,0.01
4545,2018-03-02,Eastern,505.24,490.72,0.0,0.0,30.16,19.54,Odisha,155707.0,4.73
4546,2018-03-02,Eastern,505.24,490.72,0.0,0.0,30.16,19.54,Bihar,94163.0,2.86
4547,2018-03-02,Eastern,505.24,490.72,0.0,0.0,30.16,19.54,West Bengal,88752.0,2.7
4548,2018-03-02,Eastern,505.24,490.72,0.0,0.0,30.16,19.54,Jharkhand,79714.0,2.42
4550,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Rajasthan,342239.0,10.55
4551,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Uttar Pradesh,240928.0,7.33
4552,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Ladakh,59146.0,1.8
4553,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Himachal Pradesh,55673.0,1.7
4554,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Uttarakhand,53483.0,1.62
4555,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Punjab,50362.0,1.53
4556,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Haryana,44212.0,1.34
4557,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Jammu and Kashmir,42241.0,1.28
4558,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Delhi,1483.0,0.04
4559,2018-03-03,Northern,637.13,542.80,30.32,31.27,134.13,112.61,Chandigarh,114.0,0.003
4560,2018-03-03,Western,"1,175.98","1,111.50",25.19,25.96,38.1,22.09,Maharashtra,307713.0,9.36
4561,2018-03-03,Western,"1,175.98","1,111.50",25.19,25.96,38.1,22.09,Gujarat,196024.0,5.96
4562,2018-03-03,Western,"1,175.98","1,111.50",25.19,25.96,38.1,22.09,Goa,3702.0,0.11
4563,2018-03-03,Western,"1,175.98","1,111.50",25.19,25.96,38.1,22.09,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4564,2018-03-03,Southern,649.52,646.83,62.86,48.45,88.22,62.78,Karnataka,191791.0,5.83
4565,2018-03-03,Southern,649.52,646.83,62.86,48.45,88.22,62.78,Andhra Pradesh,162970.0,4.87
4566,2018-03-03,Southern,649.52,646.83,62.86,48.45,88.22,62.78,Tamil Nadu,130058.0,3.95
4567,2018-03-03,Southern,649.52,646.83,62.86,48.45,88.22,62.78,Telangana,112077.0,3.49
4568,2018-03-03,Southern,649.52,646.83,62.86,48.45,88.22,62.78,Kerala,38863.0,1.18
4569,2018-03-03,Southern,649.52,646.83,62.86,48.45,88.22,62.78,Puducherry,492.0,0.01
4570,2018-03-03,Eastern,505.24,492.22,0.0,0.0,30.16,24.95,Odisha,155707.0,4.73
4571,2018-03-03,Eastern,505.24,492.22,0.0,0.0,30.16,24.95,Bihar,94163.0,2.86
4572,2018-03-03,Eastern,505.24,492.22,0.0,0.0,30.16,24.95,West Bengal,88752.0,2.7
4573,2018-03-03,Eastern,505.24,492.22,0.0,0.0,30.16,24.95,Jharkhand,79714.0,2.42
4575,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Rajasthan,342239.0,10.55
4576,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Uttar Pradesh,240928.0,7.33
4577,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Ladakh,59146.0,1.8
4578,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Himachal Pradesh,55673.0,1.7
4579,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Uttarakhand,53483.0,1.62
4580,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Punjab,50362.0,1.53
4581,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Haryana,44212.0,1.34
4582,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Jammu and Kashmir,42241.0,1.28
4583,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Delhi,1483.0,0.04
4584,2018-03-04,Northern,637.13,562.84,30.32,31.41,134.13,112.52,Chandigarh,114.0,0.003
4585,2018-03-04,Western,"1,175.98","1,162.40",25.19,25.96,38.1,12.14,Maharashtra,307713.0,9.36
4586,2018-03-04,Western,"1,175.98","1,162.40",25.19,25.96,38.1,12.14,Gujarat,196024.0,5.96
4587,2018-03-04,Western,"1,175.98","1,162.40",25.19,25.96,38.1,12.14,Goa,3702.0,0.11
4588,2018-03-04,Western,"1,175.98","1,162.40",25.19,25.96,38.1,12.14,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4589,2018-03-04,Southern,649.52,639.72,62.86,48.55,88.22,60.78,Karnataka,191791.0,5.83
4590,2018-03-04,Southern,649.52,639.72,62.86,48.55,88.22,60.78,Andhra Pradesh,162970.0,4.87
4591,2018-03-04,Southern,649.52,639.72,62.86,48.55,88.22,60.78,Tamil Nadu,130058.0,3.95
4592,2018-03-04,Southern,649.52,639.72,62.86,48.55,88.22,60.78,Telangana,112077.0,3.49
4593,2018-03-04,Southern,649.52,639.72,62.86,48.55,88.22,60.78,Kerala,38863.0,1.18
4594,2018-03-04,Southern,649.52,639.72,62.86,48.55,88.22,60.78,Puducherry,492.0,0.01
4595,2018-03-04,Eastern,505.24,523.06,0.0,0.0,30.16,25.56,Odisha,155707.0,4.73
4596,2018-03-04,Eastern,505.24,523.06,0.0,0.0,30.16,25.56,Bihar,94163.0,2.86
4597,2018-03-04,Eastern,505.24,523.06,0.0,0.0,30.16,25.56,West Bengal,88752.0,2.7
4598,2018-03-04,Eastern,505.24,523.06,0.0,0.0,30.16,25.56,Jharkhand,79714.0,2.42
4600,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Rajasthan,342239.0,10.55
4601,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Uttar Pradesh,240928.0,7.33
4602,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Ladakh,59146.0,1.8
4603,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Himachal Pradesh,55673.0,1.7
4604,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Uttarakhand,53483.0,1.62
4605,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Punjab,50362.0,1.53
4606,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Haryana,44212.0,1.34
4607,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Jammu and Kashmir,42241.0,1.28
4608,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Delhi,1483.0,0.04
4609,2018-03-05,Northern,636.48,610.22,30.32,30.78,134.13,112.23,Chandigarh,114.0,0.003
4610,2018-03-05,Western,"1,175.98","1,173.44",25.19,26.18,38.1,23.32,Maharashtra,307713.0,9.36
4611,2018-03-05,Western,"1,175.98","1,173.44",25.19,26.18,38.1,23.32,Gujarat,196024.0,5.96
4612,2018-03-05,Western,"1,175.98","1,173.44",25.19,26.18,38.1,23.32,Goa,3702.0,0.11
4613,2018-03-05,Western,"1,175.98","1,173.44",25.19,26.18,38.1,23.32,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4614,2018-03-05,Southern,649.52,650.26,62.86,48.48,88.22,79.2,Karnataka,191791.0,5.83
4615,2018-03-05,Southern,649.52,650.26,62.86,48.48,88.22,79.2,Andhra Pradesh,162970.0,4.87
4616,2018-03-05,Southern,649.52,650.26,62.86,48.48,88.22,79.2,Tamil Nadu,130058.0,3.95
4617,2018-03-05,Southern,649.52,650.26,62.86,48.48,88.22,79.2,Telangana,112077.0,3.49
4618,2018-03-05,Southern,649.52,650.26,62.86,48.48,88.22,79.2,Kerala,38863.0,1.18
4619,2018-03-05,Southern,649.52,650.26,62.86,48.48,88.22,79.2,Puducherry,492.0,0.01
4620,2018-03-05,Eastern,501.14,526.63,0.0,0.0,30.16,24.07,Odisha,155707.0,4.73
4621,2018-03-05,Eastern,501.14,526.63,0.0,0.0,30.16,24.07,Bihar,94163.0,2.86
4622,2018-03-05,Eastern,501.14,526.63,0.0,0.0,30.16,24.07,West Bengal,88752.0,2.7
4623,2018-03-05,Eastern,501.14,526.63,0.0,0.0,30.16,24.07,Jharkhand,79714.0,2.42
4625,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Rajasthan,342239.0,10.55
4626,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Uttar Pradesh,240928.0,7.33
4627,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Ladakh,59146.0,1.8
4628,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Himachal Pradesh,55673.0,1.7
4629,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Uttarakhand,53483.0,1.62
4630,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Punjab,50362.0,1.53
4631,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Haryana,44212.0,1.34
4632,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Jammu and Kashmir,42241.0,1.28
4633,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Delhi,1483.0,0.04
4634,2018-03-06,Northern,635.83,647.31,30.32,25.96,134.13,107.62,Chandigarh,114.0,0.003
4635,2018-03-06,Western,"1,175.98","1,189.26",25.19,26.1,38.1,25.88,Maharashtra,307713.0,9.36
4636,2018-03-06,Western,"1,175.98","1,189.26",25.19,26.1,38.1,25.88,Gujarat,196024.0,5.96
4637,2018-03-06,Western,"1,175.98","1,189.26",25.19,26.1,38.1,25.88,Goa,3702.0,0.11
4638,2018-03-06,Western,"1,175.98","1,189.26",25.19,26.1,38.1,25.88,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4639,2018-03-06,Southern,649.52,652.52,62.86,48.42,88.22,73.92,Karnataka,191791.0,5.83
4640,2018-03-06,Southern,649.52,652.52,62.86,48.42,88.22,73.92,Andhra Pradesh,162970.0,4.87
4641,2018-03-06,Southern,649.52,652.52,62.86,48.42,88.22,73.92,Tamil Nadu,130058.0,3.95
4642,2018-03-06,Southern,649.52,652.52,62.86,48.42,88.22,73.92,Telangana,112077.0,3.49
4643,2018-03-06,Southern,649.52,652.52,62.86,48.42,88.22,73.92,Kerala,38863.0,1.18
4644,2018-03-06,Southern,649.52,652.52,62.86,48.42,88.22,73.92,Puducherry,492.0,0.01
4645,2018-03-06,Eastern,501.14,520.24,0.0,0.0,30.16,28.06,Odisha,155707.0,4.73
4646,2018-03-06,Eastern,501.14,520.24,0.0,0.0,30.16,28.06,Bihar,94163.0,2.86
4647,2018-03-06,Eastern,501.14,520.24,0.0,0.0,30.16,28.06,West Bengal,88752.0,2.7
4648,2018-03-06,Eastern,501.14,520.24,0.0,0.0,30.16,28.06,Jharkhand,79714.0,2.42
4650,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Rajasthan,342239.0,10.55
4651,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Uttar Pradesh,240928.0,7.33
4652,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Ladakh,59146.0,1.8
4653,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Himachal Pradesh,55673.0,1.7
4654,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Uttarakhand,53483.0,1.62
4655,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Punjab,50362.0,1.53
4656,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Haryana,44212.0,1.34
4657,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Jammu and Kashmir,42241.0,1.28
4658,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Delhi,1483.0,0.04
4659,2018-03-07,Northern,632.55,648.77,30.32,26.0,134.13,106.19,Chandigarh,114.0,0.003
4660,2018-03-07,Western,"1,175.98","1,169.49",25.19,26.19,38.1,26.9,Maharashtra,307713.0,9.36
4661,2018-03-07,Western,"1,175.98","1,169.49",25.19,26.19,38.1,26.9,Gujarat,196024.0,5.96
4662,2018-03-07,Western,"1,175.98","1,169.49",25.19,26.19,38.1,26.9,Goa,3702.0,0.11
4663,2018-03-07,Western,"1,175.98","1,169.49",25.19,26.19,38.1,26.9,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4664,2018-03-07,Southern,649.52,660.37,62.86,48.94,88.22,72.38,Karnataka,191791.0,5.83
4665,2018-03-07,Southern,649.52,660.37,62.86,48.94,88.22,72.38,Andhra Pradesh,162970.0,4.87
4666,2018-03-07,Southern,649.52,660.37,62.86,48.94,88.22,72.38,Tamil Nadu,130058.0,3.95
4667,2018-03-07,Southern,649.52,660.37,62.86,48.94,88.22,72.38,Telangana,112077.0,3.49
4668,2018-03-07,Southern,649.52,660.37,62.86,48.94,88.22,72.38,Kerala,38863.0,1.18
4669,2018-03-07,Southern,649.52,660.37,62.86,48.94,88.22,72.38,Puducherry,492.0,0.01
4670,2018-03-07,Eastern,501.14,545.88,0.0,0.0,30.16,25.2,Odisha,155707.0,4.73
4671,2018-03-07,Eastern,501.14,545.88,0.0,0.0,30.16,25.2,Bihar,94163.0,2.86
4672,2018-03-07,Eastern,501.14,545.88,0.0,0.0,30.16,25.2,West Bengal,88752.0,2.7
4673,2018-03-07,Eastern,501.14,545.88,0.0,0.0,30.16,25.2,Jharkhand,79714.0,2.42
4675,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Rajasthan,342239.0,10.55
4676,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Uttar Pradesh,240928.0,7.33
4677,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Ladakh,59146.0,1.8
4678,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Himachal Pradesh,55673.0,1.7
4679,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Uttarakhand,53483.0,1.62
4680,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Punjab,50362.0,1.53
4681,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Haryana,44212.0,1.34
4682,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Jammu and Kashmir,42241.0,1.28
4683,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Delhi,1483.0,0.04
4684,2018-03-08,Northern,631.90,642.28,30.32,25.8,134.13,105.78,Chandigarh,114.0,0.003
4685,2018-03-08,Western,"1,175.98","1,193.83",25.19,26.17,38.1,33.1,Maharashtra,307713.0,9.36
4686,2018-03-08,Western,"1,175.98","1,193.83",25.19,26.17,38.1,33.1,Gujarat,196024.0,5.96
4687,2018-03-08,Western,"1,175.98","1,193.83",25.19,26.17,38.1,33.1,Goa,3702.0,0.11
4688,2018-03-08,Western,"1,175.98","1,193.83",25.19,26.17,38.1,33.1,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4689,2018-03-08,Southern,649.52,666.10,62.86,31.05,88.22,80.88,Karnataka,191791.0,5.83
4690,2018-03-08,Southern,649.52,666.10,62.86,31.05,88.22,80.88,Andhra Pradesh,162970.0,4.87
4691,2018-03-08,Southern,649.52,666.10,62.86,31.05,88.22,80.88,Tamil Nadu,130058.0,3.95
4692,2018-03-08,Southern,649.52,666.10,62.86,31.05,88.22,80.88,Telangana,112077.0,3.49
4693,2018-03-08,Southern,649.52,666.10,62.86,31.05,88.22,80.88,Kerala,38863.0,1.18
4694,2018-03-08,Southern,649.52,666.10,62.86,31.05,88.22,80.88,Puducherry,492.0,0.01
4695,2018-03-08,Eastern,501.14,544.58,0.0,0.0,30.16,23.6,Odisha,155707.0,4.73
4696,2018-03-08,Eastern,501.14,544.58,0.0,0.0,30.16,23.6,Bihar,94163.0,2.86
4697,2018-03-08,Eastern,501.14,544.58,0.0,0.0,30.16,23.6,West Bengal,88752.0,2.7
4698,2018-03-08,Eastern,501.14,544.58,0.0,0.0,30.16,23.6,Jharkhand,79714.0,2.42
4700,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Rajasthan,342239.0,10.55
4701,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Uttar Pradesh,240928.0,7.33
4702,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Ladakh,59146.0,1.8
4703,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Himachal Pradesh,55673.0,1.7
4704,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Uttarakhand,53483.0,1.62
4705,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Punjab,50362.0,1.53
4706,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Haryana,44212.0,1.34
4707,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Jammu and Kashmir,42241.0,1.28
4708,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Delhi,1483.0,0.04
4709,2018-03-09,Northern,631.90,633.01,30.32,25.72,134.13,105.11,Chandigarh,114.0,0.003
4710,2018-03-09,Western,"1,175.98","1,155.59",25.19,26.23,38.1,33.64,Maharashtra,307713.0,9.36
4711,2018-03-09,Western,"1,175.98","1,155.59",25.19,26.23,38.1,33.64,Gujarat,196024.0,5.96
4712,2018-03-09,Western,"1,175.98","1,155.59",25.19,26.23,38.1,33.64,Goa,3702.0,0.11
4713,2018-03-09,Western,"1,175.98","1,155.59",25.19,26.23,38.1,33.64,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
4714,2018-03-09,Southern,649.52,704.30,62.86,25.98,88.22,86.56,Karnataka,191791.0,5.83
4715,2018-03-09,Southern,649.52,704.30,62.86,25.98,88.22,86.56,Andhra Pradesh,162970.0,4.87
4716,2018-03-09,Southern,649.52,704.30,62.86,25.98,88.22,86.56,Tamil Nadu,130058.0,3.95
4717,2018-03-09,Southern,649.52,704.30,62.86,25.98,88.22,86.56,Telangana,112077.0,3.49
4718,2018-03-09,Southern,649.52,704.30,62.86,25.98,88.22,86.56,Kerala,38863.0,1.18
4719,2018-03-09,Southern,649.52,704.30,62.86,25.98,88.22,86.56,Puducherry,492.0,0.01
4720,2018-03-09,Eastern,501.14,541.05,0.0,0.0,30.16,25.77,Odisha,155707.0,4.73
4721,2018-03-09,Eastern,501.14,541.05,0.0,0.0,30.16,25.77,Bihar,94163.0,2.86
4722,2018-03-09,Eastern,501.14,541.05,0.0,0.0,30.16,25.77,West Bengal,88752.0,2.7
4723,2018-03-09,Eastern,501.14,541.05,0.0,0.0,30.16,25.77,Jharkhand,79714.0,2.42
4725,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Rajasthan,342239.0,10.55
4726,2018-03-10,Northern,631.90,640.62,30.32,25.78,134.13,104.13,Uttar Pradesh,240928.0,7.33
